20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_07.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_08.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_09.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_10.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_11.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_12.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_13.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_14.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_15.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_16.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_16_20201004200054.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_17.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_18.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_19.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_20.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_21.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_22.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_23.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_24.raw,20201003_XL-Mmazei_DSBU_SEC_Superdex_HCDstepped_1h_25.raw
61490.0,68004.0,13555.0,7199.0,33506.0,123129.0,126134.0,33075.0,68952.0,30063.0,21644.0,107481.0,144734.0,115249.0,68854.0,88826.0,32482.0,128767.0,75811.0,61064.0
61312.0,42176.0,37749.0,30382.0,33496.0,123204.0,126357.0,33095.0,72109.0,29996.0,22151.0,107491.0,144742.0,115026.0,68973.0,88757.0,32462.0,128854.0,75831.0,61044.0
61302.0,67994.0,13564.0,30344.0,33439.0,123222.0,126387.0,33105.0,72049.0,29720.0,22161.0,107530.0,144752.0,114976.0,68985.0,88735.0,32433.0,128874.0,75851.0,61034.0
61262.0,67965.0,13583.0,30235.0,33421.0,123283.0,126407.0,33134.0,70932.0,29966.0,22201.0,107557.0,144782.0,114956.0,68995.0,88705.0,32423.0,128894.0,80648.0,61024.0
61222.0,67945.0,37709.0,30177.0,33332.0,121029.0,126417.0,33154.0,72032.0,29923.0,22210.0,107281.0,144790.0,114946.0,69015.0,88695.0,32413.0,128914.0,77305.0,60964.0
61202.0,67935.0,37699.0,30150.0,33244.0,128803.0,126475.0,33202.0,67361.0,29894.0,22793.0,105328.0,144800.0,114918.0,69035.0,88675.0,32403.0,128924.0,76351.0,61112.0
61182.0,42186.0,37669.0,30470.0,33164.0,128928.0,125899.0,33222.0,72247.0,29866.0,22764.0,105318.0,144951.0,114898.0,69065.0,88952.0,32615.0,128944.0,80460.0,59022.0
61142.0,67934.0,37636.0,30940.0,33065.0,133973.0,127579.0,39019.0,69177.0,29856.0,22735.0,105308.0,144961.0,114838.0,69075.0,86576.0,32383.0,128963.0,76936.0,61361.0
61112.0,67855.0,37614.0,29449.0,33055.0,134003.0,123045.0,33926.0,72267.0,29846.0,22666.0,103029.0,144990.0,115016.0,69084.0,87976.0,32330.0,128973.0,76956.0,61463.0
61072.0,68473.0,37384.0,29389.0,33016.0,134103.0,123016.0,33894.0,67343.0,29838.0,22646.0,103059.0,145000.0,114778.0,69093.0,87907.0,32310.0,128983.0,76976.0,61849.0
61053.0,70030.0,37326.0,28876.0,32938.0,134173.0,120737.0,33854.0,72612.0,29809.0,22636.0,103079.0,145010.0,115259.0,69113.0,87308.0,32300.0,129003.0,77026.0,61819.0
60924.0,63741.0,37306.0,28857.0,32908.0,134201.0,120747.0,33804.0,72602.0,29769.0,22616.0,103089.0,145060.0,115405.0,69123.0,87268.0,32290.0,129013.0,77045.0,61799.0
61580.0,63711.0,37186.0,28789.0,32869.0,134380.0,120777.0,33794.0,72522.0,29956.0,72800.0,103099.0,145070.0,115724.0,69133.0,87258.0,32261.0,129033.0,77055.0,61754.0
61635.0,58757.0,37136.0,28721.0,32779.0,134430.0,120783.0,33784.0,70655.0,25821.0,22596.0,103109.0,145107.0,115714.0,68627.0,87218.0,32252.0,129121.0,80240.0,61744.0
61736.0,58747.0,37106.0,28711.0,33516.0,134450.0,120792.0,32805.0,72492.0,29112.0,72772.0,103119.0,145156.0,115704.0,68550.0,87142.0,32242.0,129190.0,80230.0,61687.0
61746.0,58727.0,13688.0,28701.0,32651.0,134522.0,120822.0,33754.0,69099.0,29029.0,72762.0,103147.0,145213.0,115674.0,68495.0,87132.0,32222.0,129200.0,77082.0,61628.0
40701.0,58717.0,37048.0,8548.0,32621.0,134612.0,120841.0,33635.0,70665.0,28418.0,22842.0,103157.0,145243.0,115597.0,68476.0,87122.0,32202.0,128154.0,77092.0,61415.0
40788.0,58707.0,37029.0,28615.0,32602.0,134642.0,120860.0,33625.0,67293.0,28409.0,22586.0,103196.0,144402.0,115588.0,68032.0,87072.0,32192.0,128145.0,80191.0,61598.0
40798.0,58697.0,37019.0,28556.0,32233.0,134720.0,120870.0,33515.0,69089.0,28370.0,22537.0,103285.0,144392.0,115287.0,68052.0,87004.0,32182.0,128135.0,80172.0,61568.0
62098.0,58637.0,35630.0,28466.0,32224.0,134794.0,120900.0,38989.0,70764.0,28361.0,22497.0,103314.0,144382.0,115580.0,68062.0,86994.0,32156.0,128115.0,80162.0,61558.0
62049.0,58617.0,38041.0,28458.0,32204.0,134864.0,120929.0,33407.0,72365.0,28344.0,72753.0,102961.0,144353.0,115521.0,68072.0,86882.0,32363.0,127190.0,77101.0,61549.0
62039.0,58767.0,35590.0,28448.0,32154.0,134894.0,120939.0,38999.0,72315.0,28324.0,22487.0,103334.0,143764.0,115512.0,68092.0,86862.0,32147.0,127200.0,80143.0,61519.0
61990.0,43320.0,35431.0,28428.0,32085.0,134924.0,120710.0,33705.0,70833.0,28274.0,22457.0,103381.0,143774.0,115502.0,68102.0,86833.0,32645.0,127250.0,77119.0,61500.0
60890.0,58518.0,34084.0,28411.0,32065.0,134983.0,120949.0,32706.0,72287.0,28195.0,72743.0,103419.0,143784.0,115483.0,68112.0,86824.0,32695.0,127278.0,77237.0,61481.0
61980.0,58488.0,34057.0,28385.0,32055.0,135012.0,120988.0,32666.0,70852.0,28438.0,22357.0,103429.0,143794.0,115445.0,68122.0,86798.0,33386.0,127288.0,77245.0,61471.0
61912.0,43330.0,15741.0,28895.0,31966.0,135062.0,121008.0,32647.0,70862.0,28146.0,22328.0,103439.0,143803.0,115425.0,68132.0,86788.0,33346.0,127298.0,80134.0,61578.0
40897.0,58418.0,33997.0,62727.0,31956.0,135150.0,121018.0,31905.0,72277.0,28077.0,22282.0,103449.0,143813.0,115551.0,69183.0,86729.0,33326.0,127337.0,76798.0,59002.0
61892.0,58408.0,15960.0,8379.0,31769.0,135159.0,121038.0,39068.0,70882.0,27997.0,22253.0,103459.0,143843.0,136126.0,68161.0,86720.0,33317.0,127347.0,80287.0,58992.0
61862.0,58398.0,33802.0,28963.0,31649.0,135324.0,121058.0,31859.0,67323.0,27977.0,22233.0,103487.0,143881.0,114730.0,68237.0,86711.0,33307.0,127357.0,80319.0,58983.0
61832.0,58379.0,33742.0,29321.0,31583.0,135334.0,121078.0,31849.0,70892.0,27957.0,22547.0,103516.0,143891.0,114667.0,68267.0,87338.0,33277.0,127377.0,80331.0,56099.0
61793.0,58329.0,33733.0,7976.0,32631.0,133933.0,121117.0,31829.0,85744.0,27917.0,18473.0,103563.0,143911.0,114233.0,68317.0,87368.0,33247.0,127407.0,76380.0,56069.0
40955.0,58528.0,33695.0,7986.0,33545.0,135393.0,121157.0,31819.0,76260.0,27908.0,18463.0,103643.0,143989.0,114225.0,68346.0,87378.0,33228.0,127446.0,80440.0,56059.0
40887.0,58309.0,33675.0,7994.0,33575.0,133923.0,121167.0,32030.0,76310.0,27898.0,18443.0,103693.0,144009.0,114160.0,68366.0,87417.0,33218.0,127476.0,76420.0,55835.0
60871.0,58777.0,33655.0,29252.0,33589.0,133854.0,121196.0,31809.0,82581.0,27890.0,13899.0,103722.0,143736.0,114090.0,68406.0,87868.0,33208.0,127496.0,76459.0,55797.0
60634.0,58796.0,33615.0,29242.0,35306.0,133007.0,121206.0,31721.0,82552.0,28126.0,13879.0,103353.0,144019.0,113981.0,68416.0,87850.0,33198.0,127098.0,80430.0,55791.0
60576.0,59281.0,33559.0,29184.0,35296.0,133026.0,121240.0,31633.0,82532.0,29059.0,13787.0,103732.0,144039.0,113941.0,68425.0,87841.0,33189.0,127526.0,80410.0,55724.0
59594.0,59251.0,34133.0,29419.0,35236.0,133036.0,120959.0,31610.0,82462.0,28468.0,71599.0,102881.0,144049.0,114252.0,68435.0,87831.0,32685.0,127712.0,76499.0,55719.0
59574.0,43234.0,33432.0,8004.0,35226.0,133066.0,121299.0,31590.0,82452.0,28512.0,13717.0,102841.0,144059.0,113861.0,68217.0,87781.0,33091.0,127727.0,76509.0,55699.0
59504.0,59231.0,33332.0,29164.0,35216.0,133086.0,120700.0,31540.0,82442.0,29017.0,13576.0,102054.0,144079.0,113821.0,19364.0,87761.0,32995.0,127737.0,76519.0,55681.0
59484.0,59182.0,33294.0,60665.0,35206.0,133106.0,120680.0,31480.0,82422.0,29007.0,13516.0,102074.0,144159.0,113782.0,62070.0,87751.0,32985.0,127774.0,76361.0,55643.0
59475.0,43310.0,33284.0,29114.0,35166.0,133115.0,120329.0,31770.0,82392.0,28878.0,13447.0,102151.0,144178.0,113772.0,61959.0,87661.0,32926.0,127803.0,76544.0,55636.0
59445.0,59162.0,32914.0,29094.0,35140.0,133151.0,120349.0,34014.0,82382.0,28858.0,71570.0,102191.0,144187.0,113742.0,61257.0,87631.0,32896.0,127812.0,76659.0,55616.0
59316.0,59152.0,32892.0,8074.0,35121.0,133161.0,120358.0,32073.0,82374.0,28838.0,71560.0,102239.0,144197.0,113702.0,61287.0,87966.0,32886.0,127871.0,76669.0,55606.0
59604.0,58787.0,32736.0,29001.0,34880.0,133279.0,120378.0,39048.0,82345.0,28803.0,13387.0,102249.0,144237.0,113697.0,61325.0,87612.0,32876.0,127908.0,80400.0,55597.0
59297.0,59132.0,32726.0,8174.0,34860.0,133289.0,120388.0,32617.0,82316.0,28785.0,71550.0,102269.0,144267.0,113851.0,61335.0,87563.0,32841.0,127928.0,76679.0,56108.0
59279.0,58975.0,15980.0,8064.0,34699.0,133319.0,120398.0,32607.0,82306.0,28775.0,13307.0,102302.0,144287.0,114711.0,61355.0,87544.0,32831.0,127957.0,76688.0,56148.0
59239.0,58955.0,32567.0,6757.0,34562.0,133466.0,120417.0,32587.0,82286.0,28482.0,13218.0,102312.0,144334.0,114262.0,61375.0,87534.0,32803.0,127967.0,80371.0,56157.0
59229.0,58920.0,32427.0,31088.0,34492.0,133486.0,120427.0,32517.0,82276.0,28756.0,13189.0,102342.0,144029.0,114291.0,61405.0,87517.0,32773.0,127980.0,80361.0,56167.0
59190.0,58910.0,32389.0,6737.0,34462.0,133536.0,120437.0,32472.0,82256.0,28707.0,13131.0,102360.0,142537.0,114642.0,51930.0,87497.0,32763.0,128000.0,80351.0,56660.0
59180.0,58900.0,16173.0,33652.0,34376.0,133605.0,120447.0,32415.0,82226.0,28698.0,71540.0,102380.0,149066.0,114622.0,156961.0,87487.0,32745.0,128095.0,76697.0,56651.0
41454.0,58871.0,32187.0,5110.0,34348.0,133624.0,120467.0,32133.0,82216.0,28688.0,71512.0,102851.0,149123.0,114612.0,156933.0,87477.0,33072.0,127572.0,76610.0,56642.0
59120.0,58826.0,33342.0,33259.0,33627.0,133634.0,120477.0,32376.0,82196.0,28668.0,13101.0,102400.0,154288.0,114592.0,156923.0,87447.0,33450.0,133416.0,70533.0,56604.0
59288.0,58806.0,34170.0,33239.0,33637.0,133644.0,120690.0,32346.0,82591.0,28650.0,13061.0,102459.0,154298.0,114582.0,156893.0,87427.0,32117.0,133436.0,70513.0,56594.0
62107.0,59054.0,34220.0,33229.0,33657.0,133658.0,120484.0,32296.0,82157.0,28601.0,13031.0,102499.0,154340.0,114542.0,156874.0,87583.0,32088.0,133446.0,70468.0,56536.0
59683.0,58174.0,15650.0,33199.0,33685.0,133698.0,120523.0,32286.0,82616.0,28542.0,13022.0,102603.0,154370.0,114282.0,156830.0,94560.0,31307.0,138745.0,63735.0,56500.0
59723.0,58104.0,35411.0,33039.0,33765.0,133766.0,120533.0,32267.0,82675.0,28522.0,13012.0,102663.0,154380.0,114522.0,156790.0,94629.0,31297.0,138765.0,63783.0,55587.0
41258.0,58059.0,14070.0,61213.0,33776.0,133835.0,120543.0,32213.0,83227.0,28727.0,13938.0,102693.0,154408.0,114462.0,156780.0,94639.0,31279.0,138902.0,63803.0,56481.0
60556.0,56947.0,35401.0,33019.0,31573.0,133864.0,120573.0,32173.0,83217.0,25801.0,71609.0,102703.0,154418.0,114442.0,156731.0,101347.0,31249.0,138950.0,63813.0,56443.0
60536.0,56927.0,35331.0,63354.0,33806.0,132958.0,120583.0,32366.0,83207.0,25791.0,13968.0,102713.0,154428.0,114422.0,156721.0,101337.0,31239.0,139021.0,63842.0,56433.0
60526.0,56745.0,35272.0,32950.0,33992.0,135403.0,120593.0,40524.0,83177.0,25781.0,13978.0,102723.0,154458.0,114413.0,156701.0,101277.0,31230.0,139081.0,63852.0,56423.0
60426.0,56735.0,35244.0,61093.0,34002.0,135433.0,120613.0,40544.0,83138.0,23179.0,14651.0,102743.0,154467.0,114360.0,61247.0,101275.0,31169.0,139109.0,63891.0,56306.0
60396.0,56715.0,35175.0,32771.0,34042.0,136390.0,120623.0,20329.0,83128.0,23110.0,14621.0,102773.0,154506.0,114331.0,156691.0,101265.0,31159.0,139128.0,63909.0,56276.0
60317.0,56615.0,35105.0,32732.0,34111.0,136400.0,120642.0,45319.0,83118.0,23080.0,14593.0,102792.0,154516.0,114512.0,61188.0,101228.0,31150.0,139191.0,63961.0,56246.0
59703.0,56605.0,14080.0,32502.0,34259.0,136518.0,120652.0,45270.0,83108.0,23061.0,14573.0,102832.0,154545.0,136155.0,61159.0,101218.0,31140.0,139220.0,63980.0,56177.0
60277.0,56575.0,35061.0,33662.0,34308.0,136584.0,120662.0,45220.0,83088.0,23051.0,14563.0,102420.0,154578.0,136174.0,60736.0,101208.0,31125.0,139276.0,63990.0,56453.0
60201.0,56975.0,34841.0,63373.0,33972.0,136658.0,120672.0,45201.0,83049.0,23031.0,14533.0,108246.0,154655.0,136184.0,60746.0,101188.0,31086.0,139286.0,64000.0,55534.0
60153.0,56565.0,34811.0,63403.0,29072.0,136668.0,120504.0,45191.0,83040.0,23021.0,14523.0,103742.0,154725.0,155206.0,60766.0,101160.0,31317.0,139296.0,64039.0,55514.0
60114.0,56479.0,34761.0,63412.0,31544.0,136678.0,123035.0,45132.0,82917.0,22982.0,14513.0,103762.0,154755.0,155226.0,60786.0,101120.0,31066.0,139316.0,64079.0,55494.0
60037.0,56429.0,14366.0,4335.0,31368.0,136698.0,121309.0,45122.0,82858.0,23189.0,71748.0,104638.0,154820.0,155246.0,60836.0,101100.0,31017.0,139356.0,64099.0,55002.0
60027.0,56399.0,34751.0,34082.0,30258.0,136737.0,121390.0,45082.0,82849.0,22932.0,14485.0,104656.0,154849.0,155266.0,60866.0,101064.0,30980.0,139489.0,64119.0,54983.0
59977.0,56294.0,14593.0,34022.0,30219.0,136767.0,122221.0,45053.0,82839.0,22895.0,14437.0,104696.0,154921.0,155286.0,60886.0,100994.0,30904.0,139543.0,64177.0,54973.0
59868.0,56214.0,34651.0,33966.0,30159.0,136786.0,122239.0,44997.0,82800.0,22795.0,71464.0,104725.0,154931.0,155356.0,60946.0,100984.0,30894.0,139589.0,64187.0,119066.0
60220.0,56204.0,34581.0,33938.0,30139.0,136834.0,122318.0,44968.0,82770.0,22785.0,14427.0,104734.0,154951.0,155376.0,60983.0,100944.0,30884.0,139625.0,64248.0,54963.0
58852.0,56174.0,14652.0,62709.0,30129.0,136865.0,122327.0,44959.0,82760.0,22656.0,71648.0,104774.0,154961.0,155433.0,60993.0,100924.0,30864.0,139665.0,63725.0,54869.0
62195.0,56115.0,34562.0,33908.0,30119.0,136875.0,122354.0,44939.0,82750.0,22616.0,14412.0,104803.0,154991.0,155562.0,61023.0,100896.0,30854.0,139743.0,63715.0,54859.0
40682.0,56535.0,34394.0,5799.0,30041.0,137028.0,122444.0,44870.0,82665.0,22583.0,14402.0,104813.0,155001.0,155572.0,61041.0,100886.0,30844.0,139773.0,63705.0,55041.0
64746.0,57035.0,34374.0,4355.0,30011.0,137057.0,122512.0,44860.0,83237.0,22506.0,14372.0,104823.0,154258.0,155636.0,61060.0,101382.0,30776.0,139840.0,63685.0,54850.0
64676.0,57055.0,34328.0,4457.0,29965.0,137086.0,122577.0,44850.0,82117.0,22487.0,71638.0,104833.0,155021.0,155728.0,61080.0,101391.0,30767.0,139898.0,63144.0,54775.0
64596.0,57115.0,34298.0,4856.0,29935.0,137096.0,122626.0,44811.0,82087.0,22924.0,14294.0,104843.0,154228.0,155738.0,61089.0,101400.0,30719.0,139988.0,63154.0,54765.0
64524.0,58050.0,14944.0,33799.0,29865.0,137106.0,122656.0,44331.0,81643.0,22477.0,14135.0,104863.0,154128.0,155748.0,61099.0,101419.0,30699.0,140060.0,63174.0,54745.0
64459.0,58040.0,14971.0,33780.0,29855.0,137146.0,122686.0,44391.0,81633.0,23207.0,14057.0,104568.0,153405.0,155797.0,61129.0,101901.0,31027.0,140100.0,63260.0,54645.0
39286.0,58020.0,15606.0,4951.0,29845.0,137176.0,122715.0,44428.0,81623.0,23225.0,14047.0,104920.0,153415.0,155815.0,61138.0,101886.0,32107.0,140185.0,63270.0,54437.0
64449.0,57970.0,34288.0,33730.0,29768.0,137195.0,122162.0,44472.0,81603.0,23747.0,13998.0,105038.0,153425.0,155895.0,61157.0,101846.0,31337.0,140195.0,63321.0,54428.0
64311.0,57891.0,34278.0,33720.0,30268.0,137273.0,122745.0,44501.0,81593.0,23667.0,13988.0,105066.0,153453.0,156375.0,61168.0,101836.0,31367.0,138706.0,63361.0,54408.0
39325.0,57881.0,35550.0,33868.0,29761.0,136371.0,122774.0,44531.0,81543.0,23620.0,71738.0,105076.0,153473.0,156365.0,60726.0,101826.0,32080.0,138668.0,63381.0,54830.0
39355.0,57695.0,32157.0,5868.0,29724.0,135413.0,122813.0,45359.0,81537.0,23590.0,14671.0,105134.0,153483.0,156335.0,156652.0,101816.0,32011.0,138608.0,63391.0,56690.0
64241.0,57601.0,38098.0,5932.0,29460.0,136352.0,122831.0,44541.0,81528.0,23547.0,12790.0,105144.0,153493.0,156255.0,156542.0,101806.0,31991.0,138588.0,64278.0,55071.0
64231.0,57562.0,38131.0,32332.0,29420.0,136314.0,122841.0,44561.0,81518.0,23537.0,71424.0,105154.0,153502.0,156216.0,155784.0,101776.0,31977.0,137123.0,63440.0,55141.0
39403.0,57483.0,42541.0,31876.0,29410.0,135453.0,122851.0,44600.0,81508.0,23517.0,11320.0,105163.0,153562.0,156198.0,155725.0,101707.0,31967.0,137133.0,63460.0,55466.0
64221.0,57444.0,42391.0,6384.0,29400.0,135492.0,122870.0,44649.0,81494.0,23507.0,11220.0,105183.0,153572.0,155166.0,61461.0,100866.0,31947.0,137143.0,63490.0,55456.0
39453.0,43370.0,42371.0,31801.0,29380.0,135502.0,122880.0,44669.0,81492.0,23217.0,11003.0,105251.0,153582.0,156179.0,155578.0,101613.0,31927.0,137222.0,63508.0,55446.0
64885.0,57424.0,42361.0,31742.0,29361.0,135562.0,122890.0,44685.0,81462.0,23498.0,71234.0,105271.0,153612.0,156087.0,155548.0,101593.0,31887.0,137242.0,63517.0,55430.0
64901.0,57364.0,42323.0,31703.0,29352.0,135602.0,122919.0,44735.0,81442.0,23450.0,71214.0,105288.0,153641.0,156025.0,155498.0,101583.0,31868.0,137252.0,63527.0,55420.0
64921.0,57314.0,42303.0,31663.0,29332.0,135631.0,122929.0,44551.0,81432.0,23410.0,10975.0,105298.0,153721.0,156008.0,155448.0,101544.0,31860.0,137262.0,63537.0,55411.0
64980.0,43509.0,42284.0,31612.0,29322.0,135661.0,122939.0,44321.0,81403.0,23342.0,10915.0,104979.0,153729.0,155998.0,155401.0,101514.0,31852.0,137272.0,63584.0,55402.0
65537.0,57304.0,42254.0,31896.0,29212.0,135670.0,122957.0,45428.0,81373.0,23332.0,10905.0,103752.0,153738.0,155944.0,155211.0,101486.0,31822.0,137300.0,63614.0,55081.0
39009.0,57175.0,42174.0,6394.0,29182.0,135709.0,122764.0,45535.0,81363.0,23315.0,10826.0,104559.0,153748.0,155924.0,155152.0,101476.0,31347.0,137385.0,63662.0,55372.0
39158.0,57165.0,59791.0,31425.0,29142.0,135788.0,121339.0,46422.0,81324.0,23285.0,71204.0,104493.0,153778.0,156096.0,155132.0,101456.0,31804.0,137431.0,63450.0,55337.0
65473.0,21997.0,42104.0,61083.0,29132.0,135856.0,122142.0,46392.0,81656.0,23245.0,10751.0,103770.0,153788.0,155116.0,155104.0,101449.0,31746.0,137555.0,63105.0,119034.0
65343.0,59339.0,42064.0,31415.0,29741.0,135866.0,122054.0,46382.0,82097.0,23235.0,10652.0,103830.0,153808.0,155106.0,155048.0,101439.0,31716.0,137575.0,64288.0,55240.0
65274.0,59348.0,42054.0,31335.0,30278.0,135927.0,121410.0,46372.0,81695.0,23486.0,10534.0,103849.0,153818.0,155079.0,155038.0,101603.0,31607.0,137605.0,64333.0,119044.0
39187.0,43021.0,42611.0,31325.0,30306.0,135967.0,121420.0,46352.0,81715.0,23787.0,71137.0,103879.0,153858.0,154556.0,154990.0,101921.0,31597.0,140243.0,64845.0,55210.0
64181.0,62550.0,42007.0,31315.0,30326.0,135977.0,121430.0,46343.0,82047.0,22457.0,10486.0,103910.0,153868.0,154546.0,154981.0,100807.0,31577.0,137635.0,64855.0,55200.0
65264.0,62540.0,41937.0,31186.0,31358.0,136125.0,121470.0,46304.0,82037.0,22418.0,10476.0,103939.0,153878.0,154526.0,154971.0,100749.0,31559.0,137699.0,64865.0,55171.0
65254.0,62510.0,41888.0,31455.0,31348.0,136135.0,121490.0,46277.0,81987.0,21486.0,10378.0,103949.0,154058.0,154486.0,154911.0,99930.0,31485.0,137708.0,64904.0,55347.0
39236.0,62440.0,41799.0,34110.0,31328.0,136155.0,121519.0,46259.0,81977.0,21392.0,10368.0,103999.0,154138.0,154353.0,154901.0,99891.0,31445.0,137778.0,64953.0,80800.0
65186.0,62390.0,41789.0,31964.0,31299.0,136175.0,121539.0,46239.0,81967.0,21303.0,10352.0,104009.0,155060.0,154307.0,155813.0,99881.0,31436.0,137962.0,64963.0,56700.0
65096.0,62350.0,41779.0,6116.0,31281.0,136215.0,121569.0,46229.0,81957.0,21283.0,10273.0,104029.0,155109.0,154606.0,156612.0,99871.0,31426.0,138008.0,64992.0,56809.0
65010.0,42991.0,41759.0,32321.0,31271.0,136247.0,121598.0,46199.0,81948.0,21264.0,71127.0,104039.0,155198.0,154267.0,155840.0,99862.0,31406.0,138048.0,65012.0,58190.0
64990.0,62280.0,41751.0,32262.0,31231.0,136279.0,121616.0,46169.0,81928.0,21254.0,10205.0,104059.0,156749.0,154228.0,155880.0,99804.0,31397.0,138126.0,65030.0,58109.0
39256.0,62560.0,41741.0,32243.0,31201.0,136305.0,121626.0,46025.0,81918.0,21237.0,71117.0,104510.0,156826.0,154172.0,156532.0,99795.0,31786.0,138261.0,65059.0,58061.0
39197.0,62260.0,41702.0,5952.0,31191.0,136334.0,121636.0,46015.0,81908.0,21188.0,71273.0,104069.0,156859.0,154155.0,156492.0,99785.0,41379.0,138284.0,65107.0,58030.0
64134.0,62091.0,41683.0,63324.0,31159.0,128841.0,122102.0,46005.0,81879.0,21506.0,71303.0,104198.0,156879.0,154095.0,156482.0,99728.0,33469.0,138304.0,65117.0,58010.0
64124.0,62071.0,41663.0,5994.0,31090.0,132948.0,121656.0,45967.0,81860.0,21060.0,71343.0,104207.0,156919.0,154046.0,156472.0,99709.0,33508.0,138364.0,65146.0,58000.0
64023.0,61959.0,41653.0,32232.0,31040.0,132909.0,121736.0,45554.0,81840.0,21020.0,71353.0,104227.0,156938.0,153984.0,61421.0,99699.0,35264.0,138384.0,65323.0,57941.0
40104.0,61772.0,41624.0,6243.0,30995.0,129827.0,121775.0,45582.0,81820.0,20951.0,71408.0,104306.0,156948.0,154248.0,156424.0,99689.0,35254.0,138424.0,65343.0,57932.0
40231.0,61762.0,41987.0,6014.0,30985.0,129906.0,121785.0,45602.0,81792.0,20942.0,12584.0,104316.0,156958.0,156405.0,156365.0,99679.0,35244.0,138492.0,65353.0,57912.0
40309.0,61752.0,42631.0,32172.0,30958.0,129916.0,121815.0,45622.0,81773.0,20906.0,12524.0,104326.0,157008.0,154626.0,156325.0,99643.0,35234.0,137689.0,65391.0,57902.0
62797.0,61732.0,42650.0,32143.0,30938.0,129999.0,121825.0,45662.0,81764.0,20867.0,12211.0,104345.0,157077.0,154645.0,156287.0,99623.0,35206.0,137103.0,65401.0,57884.0
62787.0,61652.0,42670.0,6024.0,30880.0,130018.0,121910.0,45712.0,81754.0,20857.0,71398.0,104355.0,157098.0,155069.0,156267.0,99613.0,35187.0,140340.0,65431.0,57874.0
62677.0,62141.0,43771.0,6034.0,30403.0,130038.0,121920.0,45515.0,81725.0,20827.0,12182.0,104364.0,157117.0,155050.0,156228.0,99603.0,35177.0,140378.0,64835.0,57864.0
62657.0,62630.0,43691.0,32133.0,30423.0,130058.0,121940.0,45760.0,81705.0,20780.0,12077.0,104404.0,157127.0,155010.0,61431.0,99593.0,35167.0,141742.0,64825.0,57854.0
62897.0,62640.0,43633.0,32054.0,30481.0,130068.0,121967.0,45839.0,81314.0,21050.0,12067.0,104414.0,157137.0,154981.0,156173.0,99583.0,35139.0,141779.0,64815.0,118974.0
62591.0,62650.0,43603.0,32034.0,30505.0,130098.0,122017.0,45859.0,83295.0,22437.0,12027.0,104473.0,157147.0,154932.0,156116.0,99978.0,35119.0,141816.0,64805.0,58268.0
40409.0,63591.0,43557.0,32212.0,30563.0,130108.0,122027.0,45869.0,83345.0,21526.0,12017.0,104119.0,157166.0,154922.0,156106.0,99988.0,35109.0,141856.0,64352.0,58285.0
62533.0,63552.0,43537.0,24837.0,30573.0,130117.0,122037.0,45889.0,85131.0,21565.0,11927.0,108266.0,157176.0,154636.0,156057.0,100018.0,35089.0,141866.0,64381.0,58304.0
40523.0,63522.0,43457.0,59855.0,31417.0,130146.0,121686.0,45937.0,85121.0,22378.0,12668.0,108316.0,157186.0,154912.0,156027.0,100028.0,35274.0,141935.0,64391.0,58343.0
62523.0,63456.0,43398.0,64488.0,30583.0,130175.0,127589.0,45947.0,85091.0,22338.0,11917.0,108326.0,157221.0,154882.0,61451.0,100630.0,35079.0,141945.0,64411.0,58932.0
62513.0,63436.0,43379.0,95307.0,30673.0,130195.0,127599.0,45829.0,85041.0,22329.0,11887.0,112332.0,157261.0,154872.0,155910.0,100600.0,35059.0,141965.0,64421.0,58902.0
40672.0,63386.0,43351.0,94973.0,30693.0,130342.0,127669.0,44301.0,85021.0,22279.0,11868.0,112390.0,157335.0,154823.0,155850.0,100590.0,35045.0,142023.0,64451.0,58892.0
62343.0,63286.0,43341.0,94887.0,30831.0,130352.0,133073.0,44272.0,84981.0,22259.0,11805.0,112410.0,157378.0,154813.0,60716.0,100572.0,35026.0,142052.0,64461.0,58842.0
